objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture
77184,Egrets and Cotton Roses,Tosa Mitsuoki,mid- to late 17th century,Japan,Japan,1700's,Asian Art
77188,Brown-Eared Bulbul (Hiyodori) on a Branch of Plum,Kano Shōei,mid- to late 16th century,Japan,Japan,1600's,Asian Art
77193,Beauty on a Veranda in Snow,Sakai Hōitsu 酒井抱一,ca. 1794–95,Japan,Japan,1700's,Asian Art
77195,Courtesan with a Koto,Utagawa Toyoharu 歌川豊春,ca. 1785; inscription early 19th century,Japan,Japan,1900's,Asian Art
77198,Owl on a Pine Branch,Soga Nichokuan,early 17th century,Japan,Japan,1700's,Asian Art
77204,"Waxwings, Cherry Blossoms, and Bamboo",Kiyohara Yukinobu,late 17th century,Japan,Japan,1700's,Asian Art
77799,Scene from the Tales of Ise: “Mount Utsu”,Fukae Roshū,early 18th century,Japan,Japan,1800's,Asian Art
77814,The Illustrated Sutra of Past and Present Karma (Kako genzai inga kyō emaki),Unidentified artist,late 13th century,Japan,Japan,1300's,Asian Art
77870,Eight views of the Yellow Mountains,Zheng Min,1681,China,China,1600's,Asian Art
78055,"“Tenmangū,” Sugawara no Michizane as Tenjin Traveling to China",Sengai Gibon,early 19th century,Japan,Japan,1900's,Asian Art
78057,"Zen Master with Meditation Staff, and Chinese-Style Landscapes",Unkoku Tōeki,probably late 1620s–1644,Japan,Japan,1600's,Asian Art
78060,Courtesan on Parade,Miyagawa Isshō,late 1730s–early 1740s,Japan,Japan,1700's,Asian Art
78079,"""Refined Elegance in the Four Seasons"" (Shiji seiga), Album of Flower Paintings",Yamamoto Baiitsu,1844,Japan,Japan,1800's,Asian Art
78125,Thousand Character Classic,Zhan Jingfeng,1599,China,China,1500's,Asian Art
78135,Two Egrets and Lotus,Sakai Hōitsu,1761–1828,Japan,Japan,1700's,Asian Art
78136,Courtesan and Attendants,Miyagawa (Katsukawa) Shunsui,late 18th century,Japan,Japan,1800's,Asian Art
78138,The Monk Daitō Kokushi as a Beggar,Shunsō Joshu,early 19th century,Japan,Japan,1900's,Asian Art
78139,Bush Warbler (Uguisu) in a Plum Tree,Sakai Hōitsu,early 19th century,Japan,Japan,1900's,Asian Art
78143,Courtesan with a Letter in Her Mouth,Chōbunsai Eishi,1756–1815,Japan,Japan,1700's,Asian Art
78145,Portrait of Bodhidharma,Hakuin Ekaku,mid-18th century,Japan,Japan,1800's,Asian Art
78155,Portrait of Obaku Monk Mokuan,Kita Genki,dated 1674,Japan,Japan,1600's,Asian Art
78157,Portrait of Keinan Eibun,Unavailable,1449,Japan,Japan,1400's,Asian Art
78227,Silkies,Mori Sosen,before 1807,Japan,Japan,1800's,Asian Art
78283,Star Mandala,Unavailable,13th–14th century,Japan,Japan,1300's,Asian Art
78569,Female Chanter for Jōruri Puppet Theater,Arai Kōu,ca. 1920,Japan,Japan,1900's,Asian Art
395123,Lady Dashwood and Her Son,Charles Howard Hodges,ca. 1785,British,Britain,1700's,European Paintings
435572,Saint Giles with Christ Triumphant over Satan and the Mission of the Apostles,Miguel Alcañiz (or Miquel Alcanyís),ca. 1408,Spanish,Spain,1400's,European Paintings
435573,Flora and Zephyr,Jacopo Amigoni,1730s,Italian,Italy,1700's,European Paintings
435574,The Crucifixion,Andrea di Bartolo,Unavailable,Italian,Italy,Unavailable,European Paintings
435576,Saint Alexander,Fra Angelico (Guido di Pietro),ca. 1425,Italian,Italy,1400's,European Paintings
435580,Christ Crowned with Thorns,Antonello da Messina (Antonello di Giovanni d'Antonio),Unavailable,Italian,Italy,Unavailable,European Paintings
435581,Portrait of a Young Man,Antonello da Messina (Antonello di Giovanni d'Antonio),ca. 1470,Italian,Italy,1400's,European Paintings
435583,Madonna and Child,Antoniazzo Romano (Antonio di Benedetto Aquilio),Unavailable,Italian,Italy,Unavailable,European Paintings
435585,Portrait of a Married Couple (Lorenz Kraffter and Honesta Merz?),Ulrich Apt the Elder,1512,German,Germany,1500's,European Paintings
435590,Family Group in a Landscape,Jacques d'Arthois,ca. 1645,Flemish,Belgium,1600's,European Paintings
435593,Eve with Cain and Abel,Bachiacca (Francesco d'Ubertino Verdi),1520s,Italian,Italy,1500's,European Paintings
435594,Leda and the Swan,Bachiacca (Francesco d'Ubertino Verdi),Unavailable,Italian,Italy,Unavailable,European Paintings
435596,Old Woman in an Armchair,Jacob Backer,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
435597,Portrait of an Old Woman,Jacob Backer,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
435598,"Portrait of a Man, Possibly a Botanist",David Bailly,1641,Dutch,Netherlands,1600's,European Paintings
435599,Boatmen of Barcelona,Dionisio Baixeras y Verdaguer,1886,Spanish,Spain,1800's,European Paintings
435600,Saint John on Patmos,Hans Baldung (called Hans Baldung Grien),ca. 1511,German,Germany,1500's,European Paintings
435602,Madonna and Child with Saints Philip and Agnes,Donato de' Bardi,ca. 1425–30,Italian,Italy,1400's,European Paintings
435603,A Footman Sleeping,Charles Bargue,1871,French,France,1800's,European Paintings
435604,A Bashi-Bazouk,Charles Bargue,1875,French,France,1800's,European Paintings
435607,Scenes from the Life of Christ,Giovanni Baronzio,mid-1340s,Italian,Italy,1300's,European Paintings
435614,Madonna and Child with the Young Saint John the Baptist,Fra Bartolomeo (Bartolomeo di Paolo del Fattorino),ca. 1497,Italian,Italy,1400's,European Paintings
435615,Portrait of a Man,Fra Bartolomeo (Bartolomeo di Paolo del Fattorino),shortly after 1497,Italian,Italy,1400's,European Paintings
435616,Saint Dominic Resuscitating Napoleone Orsini,Bartolomeo degli Erri,1467–74,Italian,Italy,1400's,European Paintings
435617,Saint Thomas Aquinas Aided by Saints Peter and Paul,Bartolomeo degli Erri,Unavailable,Italian,Italy,Unavailable,European Paintings
435619,The Betrayal of Christ,Bartolomeo di Tommaso,ca. 1445–50,Italian,Italy,1400's,European Paintings
435620,The Lamentation and the Entombment,Bartolomeo di Tommaso,ca. 1445–50,Italian,Italy,1400's,European Paintings
435621,Joan of Arc,Jules Bastien-Lepage,1879,French,France,1800's,European Paintings
435622,Diana and Cupid,Pompeo Batoni,1761,Italian,Italy,1700's,European Paintings
435626,Porte de la Reine at Aigues-Mortes,Jean-Frédéric Bazille,1867,French,France,1800's,European Paintings
435627,In the Sun,Charles-Edouard de Beaumont,1875,French,France,1800's,European Paintings
435630,Edward Miles (1752–1828),Sir William Beechey,Unavailable,British,Britain,Unavailable,European Paintings
435631,"George IV (1762–1830), When Prince of Wales",Sir William Beechey,Unavailable,British,Britain,Unavailable,European Paintings
435633,"Skating at Sloten, near Amsterdam",Johannes Abrahamsz Beerstraten,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
435635,Chancellor Leonhard von Eck (1480–1550),Barthel Beham,1527,German,Germany,1500's,European Paintings
435638,The Le Cellier Altarpiece,Jean Bellegambe,1509,French,France,1500's,European Paintings
435639,Vase of Flowers in a Niche,Michel Bruno Bellengé,Unavailable,French,France,Unavailable,European Paintings
435640,Madonna Adoring the Sleeping Child,Giovanni Bellini,early 1460s,Italian,Italy,1400's,European Paintings
435642,Madonna and Child with Saints,Giovanni Bellini,Unavailable,Italian,Italy,Unavailable,European Paintings
435643,The Circumcision,Giovanni Bellini,1511,Italian,Italy,1500's,European Paintings
435646,Pirna: The Obertor from the South,Bernardo Bellotto,mid-1750s,Italian,Italy,1700's,European Paintings
435647,Vaprio d'Adda,Bernardo Bellotto,1744,Italian,Italy,1700's,European Paintings
435648,Project for a Room for King Ludwig II (1854–1886) of Bavaria,Gyula Benczúr,Unavailable,Hungarian,Hungary,Unavailable,European Paintings
435649,Judith,Benjamin-Constant (Jean-Joseph-Benjamin Constant),possibly ca. 1886,French,France,1800's,European Paintings
435650,"Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859)",Marie Guillelmine Benoist,1802,French,France,1800's,European Paintings
435651,The Lamentation,Ambrosius Benson,ca. 1520–25,Netherlandish,Netherlands,1500's,European Paintings
435655,Rest,Nicolaes Berchem,1644,Dutch,Netherlands,1600's,European Paintings
435659,Madonna and Child with Angels,Bernardino da Genoa,1515,Italian,Italy,1500's,European Paintings
435663,Still Life with Lobster and Fruit,Abraham van Beyeren,probably early 1650s,Dutch,Netherlands,1600's,European Paintings
435668,Saint Nicholas Providing Dowries,Bicci di Lorenzo,1433–35,Italian,Italy,1400's,European Paintings
435669,Saint Nicholas Resuscitating Three Youths,Bicci di Lorenzo,1433–35,Italian,Italy,1400's,European Paintings
435670,A Young Woman and a Cavalier,Cornelis Bisschop,early 1660s,Dutch,Netherlands,1600's,European Paintings
435671,The Angel Appearing to Zacharias,William Blake,1799–1800,British,Britain,1700's,European Paintings
435672,Angelica and Medoro,Jacques Blanchard,possibly early 1630s,French,France,1600's,European Paintings
435673,The Outer Harbor of Brest,Henri Joseph van Blarenberghe,1773,French,France,1700's,European Paintings
435678,The Temptation of Saint Anthony,Herri met de Bles,ca. 1550–60,Netherlandish,Netherlands,1500's,European Paintings
435680,Moses Striking the Rock,Abraham Bloemaert,1596,Netherlandish,Netherlands,1500's,European Paintings
435683,Island of the Dead,Arnold Böcklin,1880,Swiss,Switzerland,1800's,European Paintings
435684,Roman Landscape,Arnold Böcklin,ca. 1850–52,Swiss,Switzerland,1800's,European Paintings
435690,Petronella Elias (1648–1667) with a Basket of Fruit,Ferdinand Bol,1657,Dutch,Netherlands,1600's,European Paintings
435691,Gossip,Giovanni Boldini,1873,Italian,Italy,1800's,European Paintings
435694,The Dispatch-Bearer,Giovanni Boldini,?1879,Italian,Italy,1800's,European Paintings
435701,Environs of Fontainebleau: Woodland and Cattle,Auguste-François Bonheur,Unavailable,French,France,Unavailable,European Paintings
435702,The Horse Fair,Rosa Bonheur,1852–55,French,France,1800's,European Paintings
435703,Weaning the Calves,Rosa Bonheur,1879,French,France,1800's,European Paintings
435704,A Limier Briquet Hound,Rosa Bonheur,ca. 1856,French,France,1800's,European Paintings
435707,Roadside Halt,Richard Parkes Bonington,1826,British,Britain,1800's,European Paintings
435713,The Disillusioned Medea,Paulus Bor,ca. 1640,Dutch,Netherlands,1600's,European Paintings
435714,Curiosity,Gerard ter Borch the Younger,ca. 1660–62,Dutch,Netherlands,1600's,European Paintings
435715,Portrait of a Seated Man,Gerard ter Borch the Younger,late 1650s or early 1660s,Dutch,Netherlands,1600's,European Paintings
435716,The Van Moerkerken Family,Gerard ter Borch the Younger,ca. 1653–54,Dutch,Netherlands,1600's,European Paintings
435717,A Woman Playing the Theorbo-Lute and a Cavalier,Gerard ter Borch the Younger,ca. 1658,Dutch,Netherlands,1600's,European Paintings
435718,A Young Woman at Her Toilet with a Maid,Gerard ter Borch the Younger,ca. 1650–51,Dutch,Netherlands,1600's,European Paintings
435722,Portrait of a Man in Armor with Two Pages,Paris Bordon,Unavailable,Italian,Italy,Unavailable,European Paintings
435723,Barnyard Scene,Anthonie van Borssom,ca. 1650–55,Dutch,Netherlands,1600's,European Paintings
435724,The Adoration of the Magi,Hieronymus Bosch,ca. 1475,Netherlandish,Netherlands,1400's,European Paintings
435727,The Departure of Saints Paula and Eustochium for the Holy Land,Giuseppe Bottani,Unavailable,Italian,Italy,Unavailable,European Paintings
435728,The Last Communion of Saint Jerome,Botticelli (Alessandro di Mariano Filipepi),early 1490s,Italian,Italy,1400's,European Paintings
435730,Madonna and Child with Two Angels,Botticelli,Unavailable,Italian,Italy,Unavailable,European Paintings
435731,The Coronation of the Virgin,Botticelli,Unavailable,Italian,Italy,Unavailable,European Paintings
435733,Madonna and Child Enthroned with Saints and Angels,Francesco Botticini (Francesco di Giovanni),1493–95,Italian,Italy,1400's,European Paintings
435737,Imaginary Landscape with the Palatine Hill from Campo Vaccino,François Boucher,1734,French,France,1700's,European Paintings
435738,The Interrupted Sleep,François Boucher,1750,French,France,1700's,European Paintings
435739,The Toilette of Venus,François Boucher,1751,French,France,1700's,European Paintings
435740,Allegory of Autumn,François Boucher,1753,French,France,1700's,European Paintings
435741,Allegory of Lyric Poetry,François Boucher,1753,French,France,1700's,European Paintings
435743,The Dispatch of the Messenger,François Boucher,1765,French,France,1700's,European Paintings
435744,Virgin and Child with the Young Saint John the Baptist and Angels,François Boucher,1765,French,France,1700's,European Paintings
435745,Shepherd's Idyll,François Boucher,1768,French,France,1700's,European Paintings
435746,Washerwomen,François Boucher,1768,French,France,1700's,European Paintings
435747,"Jupiter, in the Guise of Diana, and Callisto",François Boucher,1763,French,France,1700's,European Paintings
435749,On the Beach at Trouville,Eugène Boudin,1863,French,France,1800's,European Paintings
435750,Beaulieu: The Bay of Fourmis,Eugène Boudin,1892,French,France,1800's,European Paintings
435752,Young Mother Gazing at Her Child,William Bouguereau,1871,French,France,1800's,European Paintings
435753,The Proposal,William Bouguereau,1872,French,France,1800's,European Paintings
435754,Breton Brother and Sister,William Bouguereau,1871,French,France,1800's,European Paintings
435755,The Baptism of Christ,Sébastien Bourdon,ca. 1650,French,France,1600's,European Paintings
435756,A Classical Landscape,Sébastien Bourdon,probably 1660s,French,France,1600's,European Paintings
435757,Portrait of a Young Boy,Sébastien Bourdon,Unavailable,French,France,Unavailable,European Paintings
435759,Head of Saint John the Baptist on a Charger,Aelbert Bouts,ca. 1500,Netherlandish,Netherlands,1500's,European Paintings
435760,The Man of Sorrows,Aelbert Bouts,ca. 1525,unavailable,Unknown,1500's,European Paintings
435762,Virgin and Child,Dieric Bouts,ca. 1455–60,Netherlandish,Netherlands,1400's,European Paintings
435763,The Mourning Virgin; The Man of Sorrows,Dieric Bouts,Unavailable,unavailable,Unknown,Unavailable,European Paintings
435769,The Judgment of Solomon,Leonaert Bramer,1640s,Dutch,Netherlands,1600's,European Paintings
435770,The Preaching of John the Baptist,Bartholomeus Breenbergh,1634,Dutch,Netherlands,1600's,European Paintings
435771,The Spinner,Quirijn van Brekelenkam,1653,Dutch,Netherlands,1600's,European Paintings
435772,Sentimental Conversation,Quirijn van Brekelenkam,early 1660s,Dutch,Netherlands,1600's,European Paintings
435773,The Weeders,Jules Breton,1868,French,France,1800's,European Paintings
435774,A Peasant Girl Knitting,Jules Breton,ca. 1870,French,France,1800's,European Paintings
435776,Joseph Interpreting the Dreams of Pharaoh,Jörg Breu the Younger,ca. 1534–47,German,Germany,1500's,European Paintings
435778,Sir John Shurley of Isfield (1565–1632),British Painter,Unavailable,British,Britain,Unavailable,European Paintings
435793,Tottenham Church,British Painter,Unavailable,unavailable,Unknown,Unavailable,European Paintings
435803,Cosimo I de' Medici (1519–1574),Bronzino,Unavailable,Italian,Italy,Unavailable,European Paintings
435804,Katharina Merian,Hans Brosamer,Unavailable,German,Germany,Unavailable,European Paintings
435805,A Peasant with a Bird,Adriaen Brouwer,Unavailable,Flemish,Belgium,Unavailable,European Paintings
435806,A Peasant Woman Picking Fleas off a Dog,Adriaen Brouwer,ca. 1626–27,Flemish,Belgium,1600's,European Paintings
435807,The Smokers,Adriaen Brouwer,ca. 1636,Flemish,Belgium,1600's,European Paintings
435808,The Brawl,Adriaen Brouwer,Unavailable,Flemish,Belgium,Unavailable,European Paintings
435809,The Harvesters,Pieter Bruegel the Elder,1565,Netherlandish,Netherlands,1500's,European Paintings
435810,A Woodland Road with Travelers,Jan Brueghel the Elder,1607,Netherlandish,Netherlands,1600's,European Paintings
435813,Aeneas and the Sibyl in the Underworld,Jan Brueghel the Younger,1630s,Flemish,Belgium,1600's,European Paintings
435814,A Basket of Flowers,Jan Brueghel the Younger,probably 1620s,Flemish,Belgium,1600's,European Paintings
435817,The Crucifixion with the Virgin and Saint John,Hendrick ter Brugghen,ca. 1624–25,Dutch,Netherlands,1600's,European Paintings
435820,Portrait of a Woman of the Slosgin Family of Cologne,Barthel Bruyn the Younger,1557,German,Germany,1500's,European Paintings
435822,The Annunciation,Budapest Master,Unavailable,Spanish,Spain,Unavailable,European Paintings
435824,Madonna and Child Enthroned with Saints Mary Magdalen and John the Baptist,Giuliano di Piero di Simone Bugiardini,ca. 1523,Italian,Italy,1500's,European Paintings
435826,The Love Song,Sir Edward Burne-Jones,1868–77,British,Britain,1800's,European Paintings
435828,The Presentation in the Temple,Byzantine Painter,Unavailable,Byzantine,Greece,Unavailable,European Paintings
435829,Echo,Alexandre Cabanel,1874,French,France,1800's,European Paintings
435830,Catharine Lorillard Wolfe (1828–1887),Alexandre Cabanel,1876,French,France,1800's,European Paintings
435831,The Birth of Venus,Alexandre Cabanel,1875,French,France,1800's,European Paintings
435832,Florentine Poet,Alexandre Cabanel,1861,French,France,1800's,European Paintings
435833,Herodias,Francesco Cairo,before 1635,Italian,Italy,1600's,European Paintings
435837,Man in Prayer,Robert Campin,ca. 1430–35,Netherlandish,Netherlands,1400's,European Paintings
435838,Virgin and Child in an Apse,Robert Campin,Unavailable,Netherlandish,Netherlands,Unavailable,European Paintings
435839,Piazza San Marco,Canaletto (Giovanni Antonio Canal),late 1720s,Italian,Italy,1700's,European Paintings
435842,A State Yacht and Other Craft in Calm Water,Jan van de Cappelle,ca. 1660,Dutch,Netherlands,1600's,European Paintings
435844,The Musicians,Caravaggio (Michelangelo Merisi),1597,Italian,Italy,1500's,European Paintings
435848,The Birth of the Virgin,Fra Carnevale (Bartolomeo di Giovanni Corradini),1467,Italian,Italy,1400's,European Paintings
435849,"Mrs. William Astor (Caroline Webster Schermerhorn, 1831–1908)",Carolus-Duran (Charles-Auguste-Émile Durant),1890,French,France,1800's,European Paintings
435851,The Meditation on the Passion,Vittore Carpaccio,ca. 1490,Italian,Italy,1400's,European Paintings
435852,Two Children Teasing a Cat,Annibale Carracci,Unavailable,Italian,Italy,Unavailable,European Paintings
435855,The First Communion,Eugène Carrière,ca. 1896,French,France,1800's,European Paintings
435856,Self-Portrait,Eugène Carrière,ca. 1893,French,France,1800's,European Paintings
435857,Landscape with a Cave,Théodore Caruelle d'Aligny,Unavailable,French,France,Unavailable,European Paintings
435858,Cavalier and Shepherd,Francesco Casanova,Unavailable,Italian,Italy,Unavailable,European Paintings
435859,The Adoration of the Shepherds,Catena (Vincenzo di Biagio),probably after 1520,Italian,Italy,1500's,European Paintings
435860,Portrait of a Venetian Senator,Catena (Vincenzo di Biagio),ca. 1525,Italian,Italy,1500's,European Paintings
435861,Saint Catherine of Alexandria,Bernardo Cavallino,Unavailable,Italian,Italy,Unavailable,European Paintings
435862,The Route Nationale at Samer,Jean-Charles Cazin,Unavailable,French,France,Unavailable,European Paintings
435863,Saint Catherine Disputing and Two Donors,Cenni di Francesco di Ser Cenni,possibly ca. 1380,Italian,Italy,1300's,European Paintings
435864,A Woman with a Dog,Giacomo Ceruti,1740s,Italian,Italy,1700's,European Paintings
