objectID,Title,ArtistName,Department,TimePeriod,Region,Height,Width,H/W Ratio,Color
54912,Washing the Horses in the Stream,Zhao Songxue,Asian Art,17th century,Korea,1268,2000,0.634,RGB
54914,"Vaisravana, Guardian of the North",Unidentified artist,Asian Art,16th century,China (?),490,900,0.5444444444444444,RGB
54978,The Hell Courtesan,Seikei,Asian Art,late 19th century,Japan,438,838,0.522673031026253,RGB
55000,"Thirty paintings of birds, flowers and landscape",Unavailable,Asian Art,late 18th century,Japan,4000,2667,1.4998125234345707,RGB
55034,Shiva Carries the Corpse of Sati,Unavailable,Asian Art,ca. 1865–75,"India (West Bengal, Calcutta, Khalighat)",2286,3657,0.6251025430680885,RGB
55293,Fish and Lotus,Kano Yasunobu,Asian Art,Unavailable,Japan,2455,4000,0.61375,RGB
55297,Misty Landscape with Rainbow,Katō Bunrei,Asian Art,Unavailable,Japan,1594,3008,0.5299202127659575,RGB
55298,Bird on a Branch,Shiokawa Bunrin,Asian Art,Unavailable,Japan,4000,2667,1.4998125234345707,RGB
55299,Landscape with the Moon,Shiokawa Bunrin,Asian Art,19th century,Japan,1959,3008,0.6512632978723404,RGB
55300,River Gorge with Waterfall,Tani Bunchō,Asian Art,Unavailable,Japan,2120,4000,0.53,RGB
55302,Flowering Shrubs and Field Sparrows (?),Hasegawa Gyokuho,Asian Art,19th century,Japan,1775,2650,0.6698113207547169,RGB
55303,Roses and Field Sparrow (?),Hasegawa Gyokuho,Asian Art,19th century,Japan,2667,4000,0.66675,RGB
55304,Grapevine,Matsumura Goshun,Asian Art,after 1790,Japan,4000,2667,1.4998125234345707,RGB
55314,Flowering Plum,Sakai Hōitsu,Asian Art,Unavailable,Japan,1113,2000,0.5565,RGB
55379,Camellias,Ogata Kōrin,Asian Art,Unavailable,Japan,1500,2000,0.75,RGB
55380,Crested Bird on Stump of Plum Tree,Kano Naonobu,Asian Art,Unavailable,Japan,2667,4000,0.66675,RGB
56098,Sketch for a Painting of Scholars at the Game of Go,Kano Tan'yū,Asian Art,dated 1666,Japan,481,900,0.5344444444444445,RGB
57161,Noh Mask: Okina,Shibata Zeshin,Asian Art,dated 1879,Japan,4000,3000,1.3333333333333333,RGB
57176,Bird on Tree (Haha-chō),Shūkō,Asian Art,Unavailable,Japan,2295,4000,0.57375,RGB
57183,Blackbird on Wave-Swept Rock,Kano School,Asian Art,Unavailable,Japan,2667,4000,0.66675,RGB
57185,Lacquer Paintings of Various Subjects: Bonsai,Shibata Zeshin,Asian Art,1882,Japan,3142,3529,0.8903372060073675,RGB
57186,Lacquer Paintings of Various Subjects: Plum Branch with Oil Lamp,Shibata Zeshin,Asian Art,1882,Japan,3078,3471,0.8867761452031115,RGB
57187,Lacquer Paintings of Various Subjects: Stack of Rice and Dragonflies,Shibata Zeshin,Asian Art,1882,Japan,3089,3475,0.8889208633093525,RGB
57188,Lacquer Paintings of Various Subjects: Grasshopper on Gourd Vine,Shibata Zeshin,Asian Art,1882,Japan,3341,3730,0.895710455764075,RGB
57189,Lacquer Paintings of Various Subjects: Bird and Willow in Snow,Shibata Zeshin,Asian Art,1882,Japan,3097,3478,0.8904542840713053,RGB
57190,Lacquer Paintings of Various Subjects: Snow Shelter for a Tree with Sparrow,Shibata Zeshin,Asian Art,1882,Japan,3028,3434,0.8817705299941759,RGB
57191,Lacquer Paintings of Various Subjects: Sencha Tea Set,Shibata Zeshin,Asian Art,1882,Japan,3108,3458,0.8987854251012146,RGB
57192,Lacquer Paintings of Various Subjects: Drum for Gagaku Dance,Shibata Zeshin,Asian Art,1882,Japan,3042,3444,0.8832752613240418,RGB
57193,Lacquer Paintings of Various Subjects: Peonies,Shibata Zeshin,Asian Art,1882,Japan,3094,3489,0.886787044998567,RGB
57194,Lacquer Paintings of Various Subjects: Butterflies,Shibata Zeshin,Asian Art,dated 1881,Japan,3399,3785,0.8980184940554822,RGB
57196,Mt. Fuji in Winter,Shibata Zeshin,Asian Art,dated 1890,Japan,1435,1467,0.978186775732788,RGB
57197,Kettle and Box with Paint Brushes,Shibata Zeshin,Asian Art,1882,Japan,1808,2409,0.7505188875051889,RGB
57198,Cock on Drum,Shibata Zeshin,Asian Art,1882,Japan,1811,2402,0.753955037468776,RGB
57199,Lacquer Box and Gourd,Shibata Zeshin,Asian Art,Unavailable,Japan,1758,2340,0.7512820512820513,RGB
57200,Birds and Jutting Rocks,Shibata Zeshin,Asian Art,Unavailable,Japan,1823,2424,0.7520627062706271,RGB
57201,Fire Basket Suspended from Dock over a Fish Net in the Water,Shibata Zeshin,Asian Art,Unavailable,Japan,1855,2458,0.7546786004882018,RGB
57202,Fan and Insect Cage,Shibata Zeshin,Asian Art,Unavailable,Japan,1806,2395,0.7540709812108559,RGB
57203,Persimmons Branch and Wasp Nest above a Hedge,Shibata Zeshin,Asian Art,Unavailable,Japan,1815,2383,0.7616449853126311,RGB
57204,Cat Tails and Moon,Shibata Zeshin,Asian Art,Unavailable,Japan,1865,2476,0.7532310177705978,RGB
57205,Tea Ceremony Apparatus,Shibata Zeshin,Asian Art,Unavailable,Japan,1887,2500,0.7548,RGB
57206,Flower Baskets and Farmer's Hat,Shibata Zeshin,Asian Art,ca. 1880s,Japan,1864,2471,0.754350465398624,RGB
57207,Three Men Looking at Framed Lacquer Drawing,Shibata Zeshin,Asian Art,Unavailable,Japan,1925,2558,0.7525410476935106,RGB
57208,Tops,Shibata Zeshin,Asian Art,Unavailable,Japan,1985,2522,0.7870737509912767,RGB
57209,Sun and Plum Branches,Shibata Zeshin,Asian Art,Unavailable,Japan,1911,2420,0.7896694214876033,RGB
57210,Bear and Crabs,Shibata Zeshin,Asian Art,Unavailable,Japan,1831,2317,0.7902460077686664,RGB
57212,Overhanging Cliff,Shibata Zeshin,Asian Art,Unavailable,Japan,1853,2307,0.8032076289553532,RGB
57213,Mountains and Houses,Shibata Zeshin,Asian Art,Unavailable,Japan,1821,2308,0.7889948006932409,RGB
57214,Seaweed,Shibata Zeshin,Asian Art,Unavailable,Japan,1884,2343,0.8040973111395646,RGB
57215,Red Berry Plant and Butterfly,Shibata Zeshin,Asian Art,Unavailable,Japan,1905,2393,0.7960718763058922,RGB
57216,Flowers in Jardenierres,Shibata Zeshin,Asian Art,Unavailable,Japan,1883,2378,0.7918418839360808,RGB
57217,Morning Glory,Shibata Zeshin,Asian Art,Unavailable,Japan,1873,2380,0.7869747899159664,RGB
57218,Rice-Drying Frame,Shibata Zeshin,Asian Art,Unavailable,Japan,1846,2346,0.7868712702472294,RGB
57219,Maple Leaves,Shibata Zeshin,Asian Art,Unavailable,Japan,1831,2320,0.7892241379310345,RGB
57220,Rice Stacks and Trees,Shibata Zeshin,Asian Art,Unavailable,Japan,2497,2996,0.8334445927903872,RGB
57221,Fox by Mystic Fire,Shibata Zeshin,Asian Art,Unavailable,Japan,2500,2966,0.8428860418071477,RGB
57222,Crow on Tree,Shibata Zeshin,Asian Art,Unavailable,Japan,2457,2875,0.8546086956521739,RGB
57223,Worm on Green Leaved Plant,Shibata Zeshin,Asian Art,Unavailable,Japan,1879,2374,0.7914911541701769,RGB
57232,Swallow,Kano Tsunenobu,Asian Art,Unavailable,Japan,2117,4000,0.52925,RGB
57238,Sketches of East Asian Legendary Figures,Kawanabe Kyōsai 河鍋暁斎,Asian Art,late 19th century,Japan,2567,4000,0.64175,RGB
57239,Painting of Jurōjin,Kano Tsunenobu,Asian Art,late 17th–early 18th century,Japan,2053,4000,0.51325,RGB
57243,Village among Rocks,Shibata Zeshin,Asian Art,19th century,Japan,3612,4000,0.903,RGB
57249,Hanshan and Shide,Kenkō Shōkei 賢江祥啓,Asian Art,mid- to late 16th century,Japan,2207,4000,0.55175,RGB
57317,Tortoises and Crabs,Shibata Zeshin,Asian Art,19th century,Japan,2000,3008,0.6648936170212766,RGB
57342,Garden Scene,Shibata Zeshin,Asian Art,19th century,Japan,674,900,0.7488888888888889,RGB
57556,"Seated Boddhisattva, Tara, on Lotus Throne",Unavailable,Asian Art,15th century,China (?),625,900,0.6944444444444444,RGB
59004,Purification Rite,Ōtagaki Rengetsu,Asian Art,Unavailable,Japan,647,900,0.7188888888888889,RGB
59005,Mountain Village in Autumn,Ōtagaki Rengetsu,Asian Art,Unavailable,Japan,660,900,0.7333333333333333,RGB
59669,Portrait of Shun'oku Myōha,Unidentified artist,Asian Art,ca. 1383,Japan,2318,3879,0.5975766950244908,RGB
60441,"The Poet Kiyohara Motosuke, from the “Tameshige Version” of Thirty-six Poetic Immortals (Tameshige-bon Jidai fudō utawase emaki)",Unidentified artist,Asian Art,15th century,Japan,3000,4000,0.75,RGB
60443,"The Poet Fujiwara Kiyotada, from the “Narikane Version” of Thirty-six Poetic Immortals",Unidentified artist,Asian Art,13th century,Japan,3000,4000,0.75,RGB
60786,Titmouse with Pomegranate Flowers,Kano Yukinobu 狩野之信,Asian Art,mid-16th century,Japan,542,700,0.7742857142857142,RGB
61429,Maharana Sarup Singh Inspects a Prize Stallion,Tara,Asian Art,1845–46,"Western India, Rajasthan, Mewar",4000,3055,1.309328968903437,RGB
61825,Landscapes after Ancient Masters,Mei Qing,Asian Art,1693,China,4000,3320,1.2048192771084338,RGB
62002,Guan Yu,Unidentified artist,Asian Art,ca. 1700,China,2230,3928,0.5677189409368636,RGB
62739,Remote Valleys and Deep Forests,Liu Yu,Asian Art,dated 1678,China,4000,2381,1.6799664006719865,RGB
62743,Landscape for Zhanting,Wang Yuanqi,Asian Art,dated 1710,China,1910,3708,0.5151024811218986,RGB
62953,Album of Blossoming Plum,Li Fangying,Asian Art,1742,China,3837,3334,1.150869826034793,RGB
63956,The Chinese Explorer Zhang Qian on a Raft,Maejima Sōyū,Asian Art,mid-16th century,Japan,2231,3722,0.5994089199355186,RGB
64533,Maharaja Bijay Singh in His Harem,Unavailable,Asian Art,ca. 1770,"India (Rajasthan, Jodhpur)",1581,2000,0.7905,RGB
64534,Maharaja Raj Singh Adored by His Ladies,Unavailable,Asian Art,ca. 1710–20,"India (Rajasthan, Sawar)",4000,3116,1.2836970474967908,RGB
64535,Pleasures of the Hunt,Unavailable,Asian Art,ca. 1800,"North India, Punjab Hills, Kangra",3944,2794,1.41159627773801,RGB
64891,Maharana Amar Singh II Riding a Jodhpur Horse,Stipple Master,Asian Art,ca. 1700–1710,"Western India, Rajasthan, Udaipur",1547,1856,0.8335129310344828,RGB
65002,Jhujhar Singh on Horseback,Dalchand,Asian Art,ca. 1720–30,"India (Rajasthan, Jodhpur)",3421,4000,0.85525,RGB
65003,Equestrian Portrait of a Nobleman,Unavailable,Asian Art,ca. 1710–20,"India (Rajasthan, Jodhpur)",1507,2000,0.7535,RGB
65013,Horsemanship Competition for the Shunzhi Emperor,Nardunbu,Asian Art,dated 1662,China,4000,2907,1.3759889920880632,RGB
65038,A Long Tale for an Autumn Night (Aki no yo nagamonogatari),Unidentified artist,Asian Art,ca. 1400,Japan,2843,1807,1.5733259546209186,RGB
65394,"Fenggan, Hanshan, and Shide",Reisai,Asian Art,first half of the 15th century,Japan,3000,4000,0.75,RGB
65586,“Trees Encoiled in Vines of Ivy” (Yadorigi),Tawaraya Sōtatsu,Asian Art,early 17th century,Japan,4000,3000,1.3333333333333333,RGB
65590,Maharana Amar Singh II Is Shown Two Silver Elephants,Stipple Master,Asian Art,ca. 1705,"India (Rajasthan, Mewar)",4000,4000,1.0,RGB
65594,"Radha and Krishna Walk in a Flowering Grove
 (recto); Krishna Fluting (verso)",The Kota Master,Asian Art,ca. 1720 (recto); ca. 1750–75 (verso),"India (Rajasthan, Kota)",2388,3412,0.6998827667057445,RGB
65595,Radha Crosses a River to Interview a Hindu Sage,Chokha,Asian Art,ca. 1820,"India (Rajasthan, Mewar)",4000,2733,1.4635931211123308,RGB
65624,"Snowscape, from Album for Zhou Lianggong",Yun Xiang,Asian Art,datable to 1645–55,China,3178,2449,1.2976725193956717,RGB
65625,"Snowscape, leaf from Album for Zhou Lianggong",Ye Xin,Asian Art,datable to 1645–55,China,3280,2465,1.330628803245436,RGB
65640,Inn and Travelers in Snowy Mountains,Yuan Yao,Asian Art,dated 1745,China,1408,1924,0.7318087318087318,RGB
72262,Landscapes after Tang Poems,Sheng Maoye,Asian Art,mid-17th century,China,1905,1779,1.0708263069139967,RGB
72326,Map of the Grand Canal from Beijing to the Yangzi River,Unidentified artist,Asian Art,late 18th or early 19th century,China,3871,3013,1.284766013939595,RGB
72451,Niu Myōjin,Unavailable,Asian Art,early 14th century,Japan,2713,4000,0.67825,RGB
72570,Portrait of a Warrior,Unidentified artist,Asian Art,late 16th century,Japan,2698,3880,0.695360824742268,RGB
72571,Ganesha Leads Shiva and Durga in Procession,Unavailable,Asian Art,18th century,India (Rajasthan),4000,3103,1.2890750886239124,RGB
72573,Maharana Raj Singh II in Procession with Members of His Court,Unavailable,Asian Art,ca. 1755,"India (Rajasthan, Mewar)",774,905,0.8552486187845304,RGB
72589,Maharana Sangram Singh Riding a Prize Stallion,Stipple Master,Asian Art,ca. 1712,"India (Rajasthan, Mewar)",3493,3871,0.9023508137432188,RGB
72606,"Portrait of Bi Shichang, from the set Five Old Men of Suiyang",Unidentified artist,Asian Art,before 1056,China,1544,1928,0.8008298755186722,RGB
72719,Krishna in the Form of Shri Nathji,Unavailable,Asian Art,ca. 1840,"India (Rajasthan, Mewar, Nathdwara)",2735,3767,0.726041943190868,RGB
72720,Maharaja Raj Singh in Procession with Members of His Court,Nihal Chand,Asian Art,ca. 1700,"India (Rajasthan, Junia)",4000,2738,1.4609203798392987,RGB
72752,"Radha, the Beloved of Krishna",Unavailable,Asian Art,ca. 1750,"India (Rajasthan, Kishangarh)",706,925,0.7632432432432432,RGB
72769,"Rice Culture, or Sowing and Reaping",Unidentified artist,Asian Art,before 1353,China,4000,3307,1.2095554883580284,RGB
73169,Durga Confronts the Buffalo Demon Mahisha: Scene from the Devi Mahatmya,Unavailable,Asian Art,ca. 1780,"India, Guler, Himachal Pradesh",3794,2562,1.4808743169398908,RGB
73260,Equestrian Portrait of Maharana Bhim Singh,Ghasi,Asian Art,ca. 1825,"India (Rajasthan, Mewar)",700,881,0.7945516458569807,RGB
73261,Escapade at Night:,Chokha,Asian Art,ca. 1800–10,"India (Rajasthan, Mewar)",4000,3075,1.3008130081300813,RGB
73296,"Navagunjara, a Universal Form of Krishna",Unavailable,Asian Art,ca. 1835,"India (Rajasthan, Jodhpur[?])",3937,2540,1.55,RGB
73348,The God of Good Fortune Jurōjin,Soga Shōhaku,Asian Art,ca. 1773,Japan,1012,2000,0.506,RGB
73355,Enjoying the Cool Breeze,Kaseki,Asian Art,Unavailable,Japan,4000,3002,1.3324450366422385,RGB
73358,Bamboo and Plum in Early Spring,Okada Hankō,Asian Art,1843,Japan,2998,4000,0.7495,RGB
73359,Ten Rakan Examining a Painting of White-Robed Kannon,Katō Nobukiyo,Asian Art,1788–92,Japan,2998,4000,0.7495,RGB
73370,Kumano Shrine Mandala,Unidentified artist,Asian Art,early 14th century,Japan,1044,2000,0.522,RGB
73817,The Tenth King of Hell,Unavailable,Asian Art,1798,Korea,2801,3994,0.7013019529293941,RGB
73821,Dragon Amid Clouds and Waves,Unidentified artist,Asian Art,15th–16th century,China,2192,3607,0.6077072359301359,RGB
74448,Gathering of government officials,Unidentified artist,Asian Art,ca. 1551,Korea,2349,3880,0.6054123711340206,RGB
74462,Album of Copies of Chinese Paintings,Kano Tsunenobu,Asian Art,17th century,Japan,4000,2744,1.4577259475218658,RGB
74648,Varaha Triumphant,Unavailable,Asian Art,late 18th century,"India (Rajasthan, Sawar)",1506,2000,0.753,RGB
74650,Mara Bringing the Demons to Life,Seu Family,Asian Art,mid-18th century,"India (Pahari Hills, Guler)",1965,1369,1.435354273192111,RGB
74651,Building the Bridge to Lanka,Seu Family,Asian Art,mid-18th century,"India (Pahari Hills, Guler)",2000,1396,1.4326647564469914,RGB
74653,"The Goddess Durga Killing the Buffalo Demon, Mahisha (Mahishasura Mardini)",Unavailable,Asian Art,ca. 1760,"India (Rajasthan, Mewar)",1475,1767,0.8347481607243916,RGB
74657,Battle Scene from a Devi Mahatmya,Unavailable,Asian Art,late 18th century,"India (Pahari Hills, Guler)",1983,1353,1.4656319290465631,RGB
74658,"Durga, Kali, and Five Matrikas Battle the Daitya Army of the Demon Shumbha: Scene from the Devi Mahatmya",Unavailable,Asian Art,ca. 1780,"India (Himachal Pradesh, Guler)",2000,1356,1.4749262536873156,RGB
74659,Durga Confronts the Army of the Demon Chikshura: Scene from the Devi Mahatmya,Unavailable,Asian Art,ca. 1780,"India (Himachal Pradesh, Guler)",2000,1473,1.3577732518669383,RGB
74668,Shiva and Parvati,Unavailable,Asian Art,19th century,India (Pahari Hills),1407,1572,0.8950381679389313,RGB
74669,Nobleman Hunting a Tiger,Unavailable,Asian Art,ca. 1830,"Western India, Rajasthan, Udaipur or Kota",1373,1710,0.8029239766081872,RGB
74671,Design for a Bangle,Unavailable,Asian Art,early 19th century,India (Pahari Hills),1232,1462,0.8426812585499316,RGB
74673,Lovers Returning to a Palace,Unavailable,Asian Art,late 18th century,"India (Rajasthan, Bundi)",1280,2000,0.64,RGB
74674,"Durga, Kali, and the Matrikas Battle the Demon Raktabija: Scene from the Devi Mahatmya",Nainsukh,Asian Art,ca. 1780,"India (Himachal Pradesh, Guler)",2000,1480,1.3513513513513513,RGB
74677,Krishna Subdues the Serpent Kaliya in the Yamuna River: Illustration from a Bhagavata Purana Series,Nainsukh,Asian Art,ca. 1780,"India (Pahari Hills, Guler or Kangra)",3105,3560,0.8721910112359551,RGB
74679,Cityscape,Unavailable,Asian Art,19th century,India (Pahari Hills),2000,1613,1.2399256044637321,RGB
74680,Woman with a Turban Dressed as Radha,Unavailable,Asian Art,late 19th century,"India (Rajasthan, Kishangarh)",1292,2000,0.646,RGB
74681,Woman Holding a Flute and Dressed as Krishna,Unavailable,Asian Art,mid-to late 18th century,"India (Rajasthan, Kishangarh)",1274,2000,0.637,RGB
74683,Drawing for an Illustration from a Sat Sai of Bihari Lal Series: The Message of the Eyes (recto); Lady in Search of Her Lover on a Dark Night (verso),Nainsukh,Asian Art,ca. 1785–90,"India (Pahari Hills, Kangra)",1397,2000,0.6985,RGB
74685,A Lady with Attendants,Nainsukh,Asian Art,ca. 1775–80,"India (Pahari Hills, Kangra)",1366,2000,0.683,RGB
74686,Portrait of Manya Sahib Man Rup Sagarji,Manak,Asian Art,late 18th century,"India (Rajasthan, Bundi or Kotah)",2000,1364,1.466275659824047,RGB
74691,Abhisarika Nayika (Heroine Braving the Night),Unavailable,Asian Art,ca. 1800,"India (Pahari Hills, Kangra or Guler)",3096,4000,0.774,RGB
74692,Woman Leaving Her Lover,Unavailable,Asian Art,ca. 1790–1820,"India (Pahari Hills, Kangra or Guler)",3164,4000,0.791,RGB
74696,Design of Intertwining Animals and Plants,Unavailable,Asian Art,18th–19th century,India (Rajasthan),4000,2537,1.5766653527788728,RGB
74698,A Swooning Lady,Unavailable,Asian Art,late 19th century,India (Rajasthan),2762,4000,0.6905,RGB
74701,Scenes from the Bhagavata Purana,Unavailable,Asian Art,early 19th century,"India (Pahari Hills, Kangra)",3565,3001,1.1879373542152616,RGB
74705,The Fountain Worker,Unavailable,Asian Art,early 19th century,India (Rajasthan),3344,3754,0.8907831646244007,RGB
74710,Interior of the Taj Mahal Mausoleum,Unavailable,Asian Art,early 19th century,India (Delhi or Agra),2731,4000,0.68275,RGB
74719,Worship of Brijnathji and Svamini (recto); Equestrian Portrait (verso),Unavailable,Asian Art,ca. 1800,"India (Rajasthan, Kotah)",3147,4000,0.78675,RGB
74721,Portrait of a Sikh Noble,Unavailable,Asian Art,early 19th century,India (Punjab Plains),2712,4000,0.678,RGB
74725,A Maharana and His Retinue Hunting Boar,Unavailable,Asian Art,early 18th century,"Western India, Rajasthan, Udaipur",4000,2380,1.680672268907563,RGB
74726,War Chariot,Unavailable,Asian Art,mid-19th century,India (Rajasthan),4000,2420,1.6528925619834711,RGB
74733,Krishna (dressed as a woman) Embracing Radha,Unavailable,Asian Art,19th century,"India (Rajasthan, Mewar)",2821,4000,0.70525,RGB
74736,Linga Temple Compound,Unavailable,Asian Art,late 19th century,India (Rajasthan),3001,3691,0.813058791655378,RGB
74743,Maharaja Ranbir Singh,Unavailable,Asian Art,ca. 1860–80,India (Jammu),2667,4000,0.66675,RGB
74744,Maharao Shatru Sal II (1866–89) Hunting a Tiger,Unavailable,Asian Art,ca. 1866–89,"India (Rajasthan, Kotah)",3769,3001,1.255914695101633,RGB
74749,Palace Interior,Ragunath,Asian Art,ca. 1880–1900,"India (Rajasthan, Nathadwara)",4000,2766,1.4461315979754157,RGB
74750,Celebration of the Birth of Krishna (Janamashtami),Ragunath,Asian Art,ca. 1880–1900,"India (Rajasthan, Nathadwara)",3772,3001,1.2569143618793734,RGB
74752,Desvarari Ragini: Folio from a ragamala series (Garland of Musical Modes),Unavailable,Asian Art,early 18th century,"India (Rajasthan, Bundi)",1328,2000,0.664,RGB
74753,Nobleman on Horseback,Unavailable,Asian Art,mid-18th century,"India (Rajasthan, Sawar)",1249,1705,0.7325513196480938,RGB
74813,Shakyamuni triad,Unidentified artist,Asian Art,1565,Korea,2616,3880,0.6742268041237114,RGB
74818,Discourse on Poetry,Gao Jian,Asian Art,1698,China,1947,1143,1.7034120734908136,RGB
75235,Manuscript Painting with Hindu Tantric Scene Depicting Two Fish,Unavailable,Asian Art,1800–1820,"India (Punjab Hills, Kangra)",2210,2574,0.8585858585858586,RGB
